id	dosya:satir	iddia	sinif	basan_alet	zaman
C6	web//collections/seventies-scoop-neck-shift-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-pointed-collar-tunic.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-pointed-collar-tunic.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-pointed-collar-tunic.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-pointed-collar-tunic.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-fit-flare-knit-dress.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-fit-flare-knit-dress.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-fit-flare-knit-dress.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-fit-flare-knit-dress.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-gathered-babydoll.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-gathered-babydoll.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-gathered-babydoll.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-gathered-babydoll.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-boat-neck-longsleeve-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-boat-neck-longsleeve-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-boat-neck-longsleeve-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-boat-neck-longsleeve-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-tent-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-tent-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-tent-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-tent-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-jersey-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-jersey-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-jersey-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-crew-neck-jersey-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-knit-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-knit-mini.html:95	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-knit-mini.html:136	to your measurements	YALAN	same	present
C6	web//collections/sixties-empire-knit-mini.html:136	to your measurements	YALAN	same	present
C7	web//index.html:336	measurement-fitted	YALAN	same	present
C7	web//index.html:336	measurement-fitted	YALAN	same	present
C7	web//api.html:85	measurement-fitted	YALAN	same	present
C8	web//patches/3-21.html:82	15 mm seam allowance	DOGRU	engine/constants.yaml:29-32 seamAllowanceMM=15 -> engine/src/constants.gen.hpp:13 kSeamAllowanceMM=15 (wasm line)	present
C8	web//patches/3-21.html:82	15 mm seam allowance	DOGRU	engine/constants.yaml:29-32 seamAllowanceMM=15 -> engine/src/constants.gen.hpp:13 kSeamAllowanceMM=15 (wasm line)	present
C8	web//shop-shift-dress.html:110	15 mm seam allowance	DOGRU	engine/constants.yaml:29-32 seamAllowanceMM=15 -> engine/src/constants.gen.hpp:13 kSeamAllowanceMM=15 (wasm line)	present
C8	web//patches.html:335	15 mm seam allowance	DOGRU	engine/constants.yaml:29-32 seamAllowanceMM=15 -> engine/src/constants.gen.hpp:13 kSeamAllowanceMM=15 (wasm line)	present
C8	web//patches.html:335	15 mm seam allowance	DOGRU	engine/constants.yaml:29-32 seamAllowanceMM=15 -> engine/src/constants.gen.hpp:13 kSeamAllowanceMM=15 (wasm line)	present
C9	web//styles/halter-neckline.html:123	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/pleated-skirt.html:119	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/princess-seams.html:122	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/puff-sleeve.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/shirring-drawstring.html:122	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/v-neck.html:120	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/half-circle-skirt.html:120	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/button-placket.html:122	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/straight-skirt.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/gathered-skirt.html:120	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/square-neckline.html:118	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/balloon-sleeve.html:120	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/crew-neckline.html:118	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/empire-waist.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/boat-neckline.html:118	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/a-line-skirt.html:123	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/sweetheart-neckline.html:120	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/open-back.html:123	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/hem-ruffle.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/scoop-neckline.html:118	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/collars.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/fabric-ties.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C9	web//styles/keyhole.html:121	seam-pair precision	DOGRU	node engine/tools/precision-report.js -> 'worst pair mismatch 0.00 mm | 0 FAILURES' exit 0	present
C10	web//index.html:321	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//index.html:321	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//index.html:322	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//index.html:322	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/halter-neckline.html:123	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/pleated-skirt.html:119	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/princess-seams.html:122	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/puff-sleeve.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/shirring-drawstring.html:122	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/v-neck.html:120	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/half-circle-skirt.html:120	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/button-placket.html:122	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/straight-skirt.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/gathered-skirt.html:120	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/square-neckline.html:118	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/balloon-sleeve.html:120	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/crew-neckline.html:118	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/empire-waist.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/boat-neckline.html:118	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/a-line-skirt.html:123	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/sweetheart-neckline.html:120	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/open-back.html:123	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/hem-ruffle.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/scoop-neckline.html:118	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/collars.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/fabric-ties.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C10	web//styles/keyhole.html:121	0.000000 mm	KANITSIZ	precision-report.js prints 2 decimals (toFixed(2), :50/:121); no tool in tree prints 6 decimals for a seam pair	present
C11	web//index.html:284	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//index.html:284	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//index.html:285	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//index.html:285	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/halter-neckline.html:124	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/pleated-skirt.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/pleated-skirt.html:112	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/pleated-skirt.html:120	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/pleated-skirt.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/princess-seams.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/index.html:91	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/puff-sleeve.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/shirring-drawstring.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/v-neck.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/v-neck.html:113	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/v-neck.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/v-neck.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/half-circle-skirt.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/half-circle-skirt.html:113	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/half-circle-skirt.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/half-circle-skirt.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/button-placket.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/straight-skirt.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/straight-skirt.html:114	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/straight-skirt.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/straight-skirt.html:124	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/gathered-skirt.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/gathered-skirt.html:113	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/gathered-skirt.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/gathered-skirt.html:123	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/square-neckline.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/square-neckline.html:111	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/square-neckline.html:119	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/square-neckline.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/balloon-sleeve.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/crew-neckline.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/crew-neckline.html:111	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/crew-neckline.html:119	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/crew-neckline.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/empire-waist.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/empire-waist.html:114	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/empire-waist.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/empire-waist.html:124	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/boat-neckline.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/boat-neckline.html:111	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/boat-neckline.html:119	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/boat-neckline.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/a-line-skirt.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/a-line-skirt.html:116	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/a-line-skirt.html:124	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/a-line-skirt.html:126	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/sweetheart-neckline.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/open-back.html:124	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/hem-ruffle.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/scoop-neckline.html:26	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/scoop-neckline.html:111	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/scoop-neckline.html:119	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/scoop-neckline.html:121	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/collars.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/fabric-ties.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//styles/keyhole.html:122	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//benchmark.html:78	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//benchmark.html:78	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C11	web//benchmark.html:93	70,200	KANITSIZ	engine_check (ctest) - NOT RUN this round	present
C12	web//styles/halter-neckline.html:125	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/pleated-skirt.html:121	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/princess-seams.html:124	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/puff-sleeve.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/shirring-drawstring.html:124	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/v-neck.html:122	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/half-circle-skirt.html:122	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/button-placket.html:124	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/straight-skirt.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/gathered-skirt.html:122	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/square-neckline.html:120	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/balloon-sleeve.html:122	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/crew-neckline.html:120	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/empire-waist.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/boat-neckline.html:120	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/a-line-skirt.html:125	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/sweetheart-neckline.html:122	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/open-back.html:125	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/hem-ruffle.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/scoop-neckline.html:120	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/collars.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/fabric-ties.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C12	web//styles/keyhole.html:123	19,780	KANITSIZ	engine/tools/web-fuzz.js exists; NOT RUN this round	present
C13	web//patches/3-15.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-15.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-15.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-1.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-1.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-1.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-7.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-7.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-7.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-12.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-12.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-8.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-8.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-8.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-9.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-9.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-9.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-10.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-10.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-10.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-5.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-5.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-5.html:85	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-17.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-17.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches/3-17.html:86	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/halter-neckline.html:125	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/pleated-skirt.html:121	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/princess-seams.html:124	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/puff-sleeve.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/shirring-drawstring.html:124	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/v-neck.html:122	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/half-circle-skirt.html:122	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/button-placket.html:124	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/straight-skirt.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/gathered-skirt.html:122	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/square-neckline.html:120	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/balloon-sleeve.html:122	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/crew-neckline.html:120	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/empire-waist.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/boat-neckline.html:120	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/a-line-skirt.html:125	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/sweetheart-neckline.html:122	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/open-back.html:125	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/hem-ruffle.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/scoop-neckline.html:120	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/collars.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/fabric-ties.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//styles/keyhole.html:123	37,800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:398	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:398	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:398	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:425	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:425	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:438	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
C13	web//patches.html:438	37800	KANITSIZ	engine/tools/vocab-sweep.cpp exists; NOT RUN this round	present
